"","year","month","spei"
"852",1971,12,-1.82500517368317
"853",1972,1,-1.8596203327179
"854",1972,2,-1.6342978477478
"855",1972,3,-1.86452305316925
"856",1972,4,-1.28164279460907
"857",1972,5,-0.589242696762085
"858",1972,6,-0.763519287109375
"859",1972,7,0.307110041379929
"860",1972,8,0.515667378902435
"861",1972,9,0.870487987995148
"862",1972,10,1.02753949165344
"863",1972,11,1.17795145511627
"864",1972,12,1.17510342597961
"865",1973,1,1.13044106960297
"866",1973,2,1.0801203250885
"867",1973,3,0.939067602157593
"868",1973,4,0.635108232498169
"869",1973,5,-0.365584850311279
"870",1973,6,-0.15143521130085
"871",1973,7,-0.775736749172211
"872",1973,8,-1.19268035888672
"873",1973,9,-1.22548758983612
"874",1973,10,-1.15497994422913
"875",1973,11,-1.43376863002777
"876",1973,12,-1.26567506790161
"877",1974,1,-1.31420230865479
"878",1974,2,-1.49048745632172
"879",1974,3,-1.278977394104
"880",1974,4,-1.68678188323975
"881",1974,5,-1.05126285552979
"882",1974,6,-0.613130927085876
"883",1974,7,-0.901848971843719
"884",1974,8,-0.272629529237747
"885",1974,9,-0.0293132178485394
"886",1974,10,1.24093723297119
"887",1974,11,1.13946568965912
"888",1974,12,0.989908993244171
"889",1975,1,0.848042368888855
"890",1975,2,0.720848143100739
"891",1975,3,0.944235384464264
"892",1975,4,1.05713546276093
"893",1975,5,0.74235463142395
"894",1975,6,0.483063399791718
"895",1975,7,0.998693883419037
"896",1975,8,0.747155785560608
"897",1975,9,0.0212092790752649
"898",1975,10,-0.801116824150085
"899",1975,11,-0.797133505344391
"900",1975,12,-0.709766745567322
"901",1976,1,-0.684158742427826
"902",1976,2,-0.583514451980591
"903",1976,3,-0.76793360710144
"904",1976,4,-0.432948619127274
"905",1976,5,-0.742319583892822
"906",1976,6,-1.04081082344055
"907",1976,7,-1.32795512676239
"908",1976,8,-1.33700466156006
"909",1976,9,-0.942691445350647
"910",1976,10,-1.01596748828888
"911",1976,11,-0.75122994184494
"912",1976,12,-0.27801051735878
"913",1977,1,0.16228398680687
"914",1977,2,0.458336442708969
"915",1977,3,0.338249117136002
"916",1977,4,0.260965138673782
"917",1977,5,0.278177738189697
"918",1977,6,0.0221855510026217
"919",1977,7,0.264283746480942
"920",1977,8,0.221044585108757
"921",1977,9,-0.0391383022069931
"922",1977,10,-0.310356706380844
"923",1977,11,0.116460494697094
"924",1977,12,-0.392040580511093
"925",1978,1,-0.716693818569183
"926",1978,2,-0.917737185955048
"927",1978,3,-0.727181553840637
"928",1978,4,-0.75082141160965
"929",1978,5,-0.126600906252861
"930",1978,6,0.12927520275116
"931",1978,7,0.00142677442636341
"932",1978,8,-0.152181297540665
"933",1978,9,-0.05875513702631
"934",1978,10,0.12969508767128
"935",1978,11,-0.528083562850952
"936",1978,12,-0.406793534755707
"937",1979,1,-0.0181812699884176
"938",1979,2,0.175092414021492
"939",1979,3,0.206923618912697
"940",1979,4,-0.0534271262586117
"941",1979,5,-0.932646155357361
"942",1979,6,-0.764772236347198
"943",1979,7,-0.492428630590439
"944",1979,8,-0.390605002641678
"945",1979,9,-0.51572972536087
"946",1979,10,-0.505557060241699
"947",1979,11,0.181928798556328
"948",1979,12,0.319541156291962
"949",1980,1,-0.118903592228889
"950",1980,2,-0.499791502952576
"951",1980,3,-0.673990666866302
"952",1980,4,-0.454900711774826
"953",1980,5,0.289648205041885
"954",1980,6,0.332344770431519
"955",1980,7,-0.0908005088567734
"956",1980,8,-0.364619523286819
"957",1980,9,-0.295321732759476
"958",1980,10,0.507473468780518
"959",1980,11,0.792159616947174
"960",1980,12,0.744363844394684
"961",1981,1,0.721018850803375
"962",1981,2,0.971869349479675
"963",1981,3,1.00520598888397
"964",1981,4,0.52362859249115
"965",1981,5,0.565316200256348
"966",1981,6,0.889313340187073
"967",1981,7,0.776896357536316
"968",1981,8,0.693058848381042
"969",1981,9,0.985355019569397
"970",1981,10,0.363718241453171
"971",1981,11,-0.455466061830521
"972",1981,12,-0.0969935953617096
"973",1982,1,-0.170937567949295
"974",1982,2,-0.555683732032776
"975",1982,3,-0.576661705970764
"976",1982,4,-0.301257014274597
"977",1982,5,-0.6778484582901
"978",1982,6,-1.0224335193634
"979",1982,7,-0.919022560119629
"980",1982,8,-0.400173455476761
"981",1982,9,-0.839287042617798
"982",1982,10,-0.465188652276993
"983",1982,11,-0.3257717192173
"984",1982,12,-0.318126767873764
"985",1983,1,-0.295285314321518
"986",1983,2,0.247460395097733
"987",1983,3,0.363584220409393
"988",1983,4,0.0828231871128082
"989",1983,5,0.323964357376099
"990",1983,6,0.239154815673828
"991",1983,7,-0.265777617692947
"992",1983,8,-0.822829127311707
"993",1983,9,-0.703531503677368
"994",1983,10,-0.984565079212189
"995",1983,11,-1.09021627902985
"996",1983,12,-1.74404096603394
"997",1984,1,-1.03143858909607
"998",1984,2,-1.16534340381622
"999",1984,3,-1.38008034229279
"1000",1984,4,-1.13852250576019
"1001",1984,5,-0.898547351360321
"1002",1984,6,-1.00039780139923
"1003",1984,7,-0.349506318569183
"1004",1984,8,-0.471042215824127
"1005",1984,9,0.0416158363223076
"1006",1984,10,0.166470810770988
"1007",1984,11,0.445198744535446
"1008",1984,12,0.444739460945129
"1009",1985,1,-0.271196156740189
"1010",1985,2,-0.528409659862518
"1011",1985,3,-0.148822233080864
"1012",1985,4,0.0451744832098484
"1013",1985,5,-0.281509608030319
"1014",1985,6,0.29410508275032
"1015",1985,7,-0.231520339846611
"1016",1985,8,-0.110366873443127
"1017",1985,9,-0.883102655410767
"1018",1985,10,-1.32962667942047
"1019",1985,11,-0.720885932445526
"1020",1985,12,-0.6292684674263
"1021",1986,1,-0.624283313751221
"1022",1986,2,-0.304848909378052
"1023",1986,3,-0.506610035896301
"1024",1986,4,-0.655312836170197
"1025",1986,5,-0.821902573108673
"1026",1986,6,-0.537593603134155
"1027",1986,7,-0.1485795378685
"1028",1986,8,-0.133364766836166
"1029",1986,9,0.0249166153371334
"1030",1986,10,0.690852284431458
"1031",1986,11,-0.0937045067548752
"1032",1986,12,-0.258246928453445
"1033",1987,1,-0.127784997224808
"1034",1987,2,-0.131695345044136
"1035",1987,3,-0.257757157087326
"1036",1987,4,-0.37115079164505
"1037",1987,5,0.168160378932953
"1038",1987,6,-0.730214953422546
"1039",1987,7,-0.864334881305695
"1040",1987,8,-0.779764890670776
"1041",1987,9,-0.660457968711853
"1042",1987,10,-0.742413401603699
"1043",1987,11,0.197635307908058
"1044",1987,12,0.148419082164764
"1045",1988,1,-0.057417269796133
"1046",1988,2,0.025810481980443
"1047",1988,3,0.0829693526029587
"1048",1988,4,0.0698410347104073
"1049",1988,5,-0.486810386180878
"1050",1988,6,-0.286957025527954
"1051",1988,7,-0.460066139698029
"1052",1988,8,-0.484310299158096
"1053",1988,9,-0.275213152170181
"1054",1988,10,-0.0833723694086075
"1055",1988,11,-0.924174010753632
"1056",1988,12,-0.920702636241913
"1057",1989,1,-1.2443516254425
"1058",1989,2,-1.67924773693085
"1059",1989,3,-1.78235578536987
"1060",1989,4,-1.65881824493408
"1061",1989,5,-1.32235431671143
"1062",1989,6,-1.18671631813049
"1063",1989,7,-0.717719435691833
"1064",1989,8,0.00320026907138526
"1065",1989,9,-0.0372969284653664
"1066",1989,10,-0.524771630764008
"1067",1989,11,-0.323975831270218
"1068",1989,12,-0.405564427375793
"1069",1990,1,-0.261683464050293
"1070",1990,2,-0.352511584758759
"1071",1990,3,-0.384229123592377
"1072",1990,4,-0.450515419244766
"1073",1990,5,-1.15119242668152
"1074",1990,6,-1.26192617416382
"1075",1990,7,-1.5192619562149
"1076",1990,8,-2.06155347824097
"1077",1990,9,-2.04461979866028
"1078",1990,10,-1.82106590270996
"1079",1990,11,-1.41078448295593
"1080",1990,12,-1.25207877159119
"1081",1991,1,-1.19381248950958
"1082",1991,2,-1.06622195243835
"1083",1991,3,-1.16080725193024
"1084",1991,4,-1.27488720417023
"1085",1991,5,-0.459511309862137
"1086",1991,6,-0.701152384281158
"1087",1991,7,-0.347579777240753
"1088",1991,8,-0.0748526677489281
"1089",1991,9,-0.469887554645538
"1090",1991,10,-0.240009367465973
"1091",1991,11,0.0658773109316826
"1092",1991,12,-0.273070335388184
"1093",1992,1,-0.484595119953156
"1094",1992,2,-0.591090440750122
"1095",1992,3,-0.241140604019165
"1096",1992,4,-0.276356756687164
"1097",1992,5,-1.29329264163971
"1098",1992,6,-0.937268972396851
"1099",1992,7,-1.17308187484741
"1100",1992,8,-1.46105360984802
"1101",1992,9,-1.56165778636932
"1102",1992,10,-1.05071866512299
"1103",1992,11,-1.35392093658447
"1104",1992,12,-0.999047100543976
"1105",1993,1,-1.08998239040375
"1106",1993,2,-1.27811634540558
"1107",1993,3,-1.55775105953217
"1108",1993,4,-1.51064717769623
"1109",1993,5,-1.64349794387817
"1110",1993,6,-1.59919810295105
"1111",1993,7,-1.58633971214294
"1112",1993,8,-0.980763912200928
"1113",1993,9,-0.457350224256516
"1114",1993,10,-0.92523980140686
"1115",1993,11,-0.600373804569244
"1116",1993,12,-0.363734245300293
"1117",1994,1,-0.143013194203377
"1118",1994,2,0.0573270916938782
"1119",1994,3,-0.0175151117146015
"1120",1994,4,0.38122034072876
"1121",1994,5,0.7585089802742
"1122",1994,6,0.880917012691498
"1123",1994,7,0.978395521640778
"1124",1994,8,1.22795808315277
"1125",1994,9,0.827375650405884
"1126",1994,10,0.620739102363586
"1127",1994,11,-0.188680425286293
"1128",1994,12,-0.580870568752289
"1129",1995,1,-0.35416254401207
"1130",1995,2,0.00713430251926184
"1131",1995,3,0.426008224487305
"1132",1995,4,-0.174295082688332
"1133",1995,5,0.0336827896535397
"1134",1995,6,0.129943281412125
"1135",1995,7,0.0935168638825417
"1136",1995,8,0.119260966777802
"1137",1995,9,0.874789535999298
"1138",1995,10,0.133986502885818
"1139",1995,11,0.337473779916763
"1140",1995,12,0.477965652942657
"1141",1996,1,0.45426732301712
"1142",1996,2,0.179550960659981
"1143",1996,3,-0.318938374519348
"1144",1996,4,0.121111907064915
"1145",1996,5,0.309179186820984
"1146",1996,6,-0.314202159643173
"1147",1996,7,-0.112879723310471
"1148",1996,8,-0.277812778949738
"1149",1996,9,-0.264537483453751
"1150",1996,10,0.340004980564117
"1151",1996,11,0.824926316738129
"1152",1996,12,0.679628491401672
"1153",1997,1,0.641277551651001
"1154",1997,2,0.482246875762939
"1155",1997,3,0.409025192260742
"1156",1997,4,0.209252431988716
"1157",1997,5,-0.0422247424721718
"1158",1997,6,0.229198262095451
"1159",1997,7,0.426256537437439
"1160",1997,8,-0.0730727389454842
"1161",1997,9,-0.960480630397797
"1162",1997,10,-1.11162054538727
"1163",1997,11,-1.14165270328522
"1164",1997,12,-0.892222344875336
"1165",1998,1,-1.1507180929184
"1166",1998,2,-1.34586822986603
"1167",1998,3,-1.17659938335419
"1168",1998,4,-1.06142282485962
"1169",1998,5,-1.04184758663177
"1170",1998,6,-1.07850408554077
"1171",1998,7,-0.891753554344177
"1172",1998,8,-0.799087762832642
"1173",1998,9,0.293335199356079
"1174",1998,10,1.04076373577118
"1175",1998,11,0.982238411903381
"1176",1998,12,0.623521149158478
"1177",1999,1,0.686203122138977
"1178",1999,2,1.28694915771484
"1179",1999,3,1.24288713932037
"1180",1999,4,1.26144683361053
"1181",1999,5,1.53989577293396
"1182",1999,6,1.63510572910309
"1183",1999,7,1.6474152803421
"1184",1999,8,1.62734246253967
"1185",1999,9,0.728848814964294
"1186",1999,10,0.108850367367268
"1187",1999,11,0.0617493614554405
"1188",1999,12,0.494794279336929
"1189",2000,1,0.313388288021088
"1190",2000,2,-0.176958933472633
"1191",2000,3,-0.056812833994627
"1192",2000,4,-0.410302639007568
"1193",2000,5,-0.993241131305695
"1194",2000,6,-1.5114403963089
"1195",2000,7,-1.73834002017975
"1196",2000,8,-1.89580476284027
"1197",2000,9,-1.83317887783051
"1198",2000,10,-1.75811910629272
"1199",2000,11,-1.57200574874878
"1200",2000,12,-1.67089712619781
"1201",2001,1,-1.22195601463318
"1202",2001,2,-1.33814680576324
"1203",2001,3,-0.990771234035492
"1204",2001,4,-0.707194626331329
"1205",2001,5,-0.619555413722992
"1206",2001,6,0.0730982199311256
"1207",2001,7,-0.274170786142349
"1208",2001,8,-0.249535992741585
"1209",2001,9,0.64339017868042
"1210",2001,10,0.144407272338867
"1211",2001,11,-0.10980836302042
"1212",2001,12,-0.55172199010849
"1213",2002,1,-1.09977209568024
"1214",2002,2,-0.852952003479004
"1215",2002,3,-1.38623976707458
"1216",2002,4,-1.07190656661987
"1217",2002,5,-1.0393340587616
"1218",2002,6,-1.41820287704468
"1219",2002,7,-1.07881712913513
"1220",2002,8,-0.0825606435537338
"1221",2002,9,-0.772381782531738
"1222",2002,10,-0.188605800271034
"1223",2002,11,-0.21560762822628
"1224",2002,12,-0.0593640245497227
"1225",2003,1,0.333609223365784
"1226",2003,2,0.254414498806
"1227",2003,3,0.0288747753947973
"1228",2003,4,-0.66076648235321
"1229",2003,5,-1.03681910037994
"1230",2003,6,-1.18957030773163
"1231",2003,7,-1.47520506381989
"1232",2003,8,-1.97934532165527
"1233",2003,9,-1.99269485473633
"1234",2003,10,-2.02544283866882
"1235",2003,11,-2.15562009811401
"1236",2003,12,-2.31646800041199
"1237",2004,1,-2.36632204055786
"1238",2004,2,-2.28718256950378
"1239",2004,3,-1.79234659671783
"1240",2004,4,-1.34998106956482
"1241",2004,5,-1.07316219806671
"1242",2004,6,-0.490732759237289
"1243",2004,7,-0.358493477106094
"1244",2004,8,0.132556155323982
"1245",2004,9,-0.0667111203074455
"1246",2004,10,0.28637284040451
"1247",2004,11,0.296343564987183
"1248",2004,12,0.452918231487274
"1249",2005,1,0.124130688607693
"1250",2005,2,0.158517315983772
"1251",2005,3,-0.123109765350819
"1252",2005,4,-0.449888944625854
"1253",2005,5,-0.488173723220825
"1254",2005,6,-0.862220406532288
"1255",2005,7,-0.344368070363998
"1256",2005,8,0.287323385477066
"1257",2005,9,0.535554707050323
"1258",2005,10,-0.390245825052261
"1259",2005,11,-0.129506155848503
"1260",2005,12,0.201800271868706
"1261",2006,1,0.29434210062027
"1262",2006,2,0.137445718050003
"1263",2006,3,0.309040784835815
"1264",2006,4,0.413822531700134
"1265",2006,5,0.837749660015106
"1266",2006,6,0.694109439849854
"1267",2006,7,-0.247040584683418
"1268",2006,8,-0.179142147302628
"1269",2006,9,-0.511787950992584
"1270",2006,10,-0.496219098567963
"1271",2006,11,-0.688686847686768
"1272",2006,12,-1.25860977172852
"1273",2007,1,-1.17004406452179
"1274",2007,2,-1.12211883068085
"1275",2007,3,-1.0691534280777
"1276",2007,4,-1.71674621105194
"1277",2007,5,-2.10933065414429
"1278",2007,6,-1.91105556488037
"1279",2007,7,-1.62805473804474
"1280",2007,8,-1.90557408332825
"1281",2007,9,-1.47049129009247
"1282",2007,10,-1.03830873966217
"1283",2007,11,-0.929301857948303
"1284",2007,12,-0.762204110622406
"1285",2008,1,-1.08075165748596
"1286",2008,2,-1.35082459449768
"1287",2008,3,-1.24818813800812
"1288",2008,4,-0.781660616397858
"1289",2008,5,-1.00527775287628
"1290",2008,6,-0.419959217309952
"1291",2008,7,-0.0661186948418617
"1292",2008,8,-0.247221678495407
"1293",2008,9,-0.932263374328613
"1294",2008,10,-1.14394021034241
"1295",2008,11,-0.970753312110901
"1296",2008,12,-0.511519610881805
"1297",2009,1,0.014042042195797
"1298",2009,2,0.296022981405258
"1299",2009,3,0.152410909533501
"1300",2009,4,0.0756830871105194
"1301",2009,5,0.122332379221916
"1302",2009,6,0.0583669394254684
"1303",2009,7,-0.368756681680679
"1304",2009,8,-0.383275330066681
"1305",2009,9,-0.411456495523453
"1306",2009,10,-0.347417533397675
"1307",2009,11,-0.247335895895958
"1308",2009,12,-0.389580845832825
"1309",2010,1,-0.627379834651947
"1310",2010,2,-0.494059205055237
"1311",2010,3,-0.76793372631073
"1312",2010,4,-0.782251715660095
"1313",2010,5,-0.357330739498138
"1314",2010,6,-0.588684618473053
"1315",2010,7,-0.486092120409012
"1316",2010,8,-0.226352527737617
"1317",2010,9,0.77232152223587
"1318",2010,10,0.771841824054718
"1319",2010,11,1.00596165657043
"1320",2010,12,0.838759958744049
"1321",2011,1,0.594737410545349
"1322",2011,2,0.136806800961494
"1323",2011,3,0.0539962127804756
"1324",2011,4,-0.154309689998627
"1325",2011,5,-0.654448270797729
"1326",2011,6,-0.777285635471344
"1327",2011,7,-0.461337238550186
"1328",2011,8,-0.942778408527374
"1329",2011,9,-1.71953845024109
"1330",2011,10,-1.63517320156097
"1331",2011,11,-2.3251621723175
"1332",2011,12,-2.45680069923401
"1333",2012,1,-2.52150177955627
"1334",2012,2,-2.42185473442078
"1335",2012,3,-2.54840612411499
"1336",2012,4,-2.33596754074097
"1337",2012,5,-2.2244279384613
"1338",2012,6,-2.24447083473206
"1339",2012,7,-2.3363938331604
"1340",2012,8,-2.11522889137268
"1341",2012,9,-1.8707640171051
"1342",2012,10,-1.74577212333679
"1343",2012,11,-1.21659445762634
"1344",2012,12,-1.24008190631866
"1345",2013,1,-0.923149287700653
"1346",2013,2,-0.297110885381699
"1347",2013,3,0.728690683841705
"1348",2013,4,0.59584379196167
"1349",2013,5,0.887918591499329
"1350",2013,6,0.819869577884674
"1351",2013,7,0.294982731342316
"1352",2013,8,0.579420745372772
"1353",2013,9,0.606457531452179
"1354",2013,10,-0.0693323090672493
"1355",2013,11,0.496867746114731
"1356",2013,12,0.228981658816338
"1357",2014,1,0.294957429170609
"1358",2014,2,0.309846371412277
"1359",2014,3,-0.569255769252777
"1360",2014,4,-0.265484660863876
"1361",2014,5,-0.504520237445831
"1362",2014,6,-0.027430210262537
"1363",2014,7,1.07222414016724
"1364",2014,8,1.39718019962311
"1365",2014,9,1.93322384357452
"1366",2014,10,2.04991936683655
"1367",2014,11,1.52752327919006
"1368",2014,12,1.79418003559113
"1369",2015,1,1.6712521314621
"1370",2015,2,1.27849626541138
"1371",2015,3,1.43646585941315
"1372",2015,4,1.09426081180573
"1373",2015,5,1.26022124290466
"1374",2015,6,1.01213026046753
"1375",2015,7,0.35293060541153
"1376",2015,8,-0.158051252365112
"1377",2015,9,-0.546567320823669
"1378",2015,10,0.29918572306633
"1379",2015,11,-0.0347723811864853
"1380",2015,12,-0.539553999900818
"1381",2016,1,-0.390177011489868
"1382",2016,2,0.136167585849762
"1383",2016,3,0.249136000871658
"1384",2016,4,0.321540772914886
"1385",2016,5,0.245032086968422
"1386",2016,6,0.561460554599762
"1387",2016,7,0.66666316986084
"1388",2016,8,0.541795253753662
"1389",2016,9,0.0292434711009264
"1390",2016,10,-0.330700129270554
"1391",2016,11,0.298635751008987
"1392",2016,12,0.303426742553711
"1393",2017,1,0.0556582398712635
"1394",2017,2,-0.425700455904007
"1395",2017,3,-0.707897543907166
"1396",2017,4,-0.467415124177933
"1397",2017,5,-0.923016428947449
"1398",2017,6,-1.27590048313141
"1399",2017,7,-1.33170819282532
"1400",2017,8,-1.28725957870483
"1401",2017,9,-0.901759564876556
"1402",2017,10,-1.35374939441681
"1403",2017,11,-1.44834017753601
"1404",2017,12,-0.872384130954742
"1405",2018,1,-0.796518564224243
"1406",2018,2,-0.557583928108215
"1407",2018,3,-0.0555247254669666
"1408",2018,4,-0.326096922159195
"1409",2018,5,-0.0436068810522556
"1410",2018,6,0.0817998722195625
"1411",2018,7,0.13944399356842
"1412",2018,8,0.197368904948235
"1413",2018,9,-0.285276710987091
"1414",2018,10,-0.212219148874283
"1415",2018,11,-0.356891185045242
"1416",2018,12,-0.788286030292511
